,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
5180,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c84569840,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5181,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c60699954,1,1,0 days,0.0,6353.419740777666,-12077.400828625232,18430.8205694029
5182,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c62633323,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5183,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c79935019,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5184,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c59062432,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5185,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c40020195,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5186,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c43695456,1,1,0 days,0.0,6353.419740777666,-12077.400828625232,18430.8205694029
5187,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c72457715,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5188,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c86661644,1,1,0 days,0.0,6353.419740777666,-12077.400828625232,18430.8205694029
5189,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c63350066,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5190,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c94944437,1,1,0 days,0.0,6353.419740777666,78.78688311688347,6274.632857660783
5191,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c79515497,1,1,0 days,0.0,6353.419740777666,-12077.400828625232,18430.8205694029
5192,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c81772991,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5193,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c07437083,1,1,0 days,0.0,6353.419740777666,0.0,6353.419740777666
5194,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c18322627,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5195,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c81741114,1,1,0 days,0.0,6353.419740777666,-12077.400828625232,18430.8205694029
5196,a072800,Collection,Collection,2021-12-27,2021,2021-12-27,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c72056573,1,1,0 days,0.0,6353.419740777666,-543.8057028396379,6897.225443617304
5197,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c11886917,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5198,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c92979659,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5199,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c62864890,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5200,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c97934049,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5201,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c59363641,1,1,17 days,17.0,1583.1894915254234,1529.4127271503576,53.776764375065795
5202,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c51825064,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5203,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c50411794,1,1,17 days,17.0,1583.1894915254234,1529.4127271503576,53.776764375065795
5204,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c37533660,1,1,17 days,17.0,1583.1894915254234,1529.4127271503576,53.776764375065795
5205,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c22041532,1,1,17 days,17.0,1583.1894915254234,0.0,1583.1894915254234
5206,a174924,Collection,Collection,2020-03-15,2020,2020-04-01,2020,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c35488382,1,1,17 days,17.0,1583.1894915254234,1529.4127271503576,53.776764375065795
5207,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c04619130,1,1,9 days,9.0,8682.700962250186,-168.31145392692724,8851.012416177113
5208,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c03194259,1,1,9 days,9.0,8682.700962250186,0.0,8682.700962250186
5209,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c60699954,1,1,9 days,9.0,8682.700962250186,901.8530803870817,7780.847881863105
5210,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c24605900,1,1,9 days,9.0,8682.700962250186,-168.31145392692724,8851.012416177113
5211,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c95182343,1,1,9 days,9.0,8682.700962250186,-168.31145392692724,8851.012416177113
5212,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c04525029,1,1,9 days,9.0,8682.700962250186,-800.5641302392519,9483.265092489439
5213,a108355,Collection,Collection,2021-03-12,2021,2021-03-21,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c45408768,1,1,9 days,9.0,8682.700962250186,-168.31145392692724,8851.012416177113
5214,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c55579054,0,1,13 days,13.0,,,
5215,a932079,Collection,Collection,2020-05-01,2020,2020-05-14,2020,ABCDER Collection,Women's Fashion,Retail,In store,Social Gathering,c41050174,0,1,13 days,13.0,,,
5216,a115656,Collection,Collection,2021-03-27,2021,2021-03-27,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c06288546,1,1,0 days,0.0,-2270.2959183673465,-357.2950797170315,-1913.000838650315
5217,a115656,Collection,Collection,2021-03-27,2021,2021-03-27,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c21526996,1,1,0 days,0.0,-2270.2959183673465,-1085.8533364226137,-1184.4425819447329
5218,a620470,Social Celebrity Action,Collection,2020-10-01,2020,2020-10-01,2020,Retail Action,Women's Fashion,Retail,In store,Back-to-School Promotion,c29635584,0,1,0 days,0.0,,,
5219,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c34600923,0,1,2 days,2.0,,,
5220,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c05158377,0,1,2 days,2.0,,,
5221,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c54480812,0,1,2 days,2.0,,,
5222,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c21596323,0,1,2 days,2.0,,,
5223,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c96629040,0,1,2 days,2.0,,,
5224,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c83643648,0,1,2 days,2.0,,,
5225,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c91429717,0,1,2 days,2.0,,,
5226,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c64737546,0,1,2 days,2.0,,,
5227,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c13244537,0,1,2 days,2.0,,,
5228,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c67896819,0,1,2 days,2.0,,,
5229,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c16648733,0,1,2 days,2.0,,,
5230,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c35480876,0,1,2 days,2.0,,,
5231,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c25825416,0,1,2 days,2.0,,,
5232,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c64574006,0,1,2 days,2.0,,,
5233,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c00598175,0,1,2 days,2.0,,,
5234,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c65092368,0,1,2 days,2.0,,,
5235,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c40432644,0,1,2 days,2.0,,,
5236,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c11925502,0,1,2 days,2.0,,,
5237,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c45750461,0,1,2 days,2.0,,,
5238,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c32551711,0,1,2 days,2.0,,,
5239,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c05585972,0,1,2 days,2.0,,,
5240,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c05200516,0,1,2 days,2.0,,,
5241,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c02913998,0,1,2 days,2.0,,,
5242,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c37089836,0,1,2 days,2.0,,,
5243,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c69808253,0,1,2 days,2.0,,,
5244,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c43697870,0,1,2 days,2.0,,,
5245,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c59158333,0,1,2 days,2.0,,,
5246,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c60627503,0,1,2 days,2.0,,,
5247,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c11378074,0,1,2 days,2.0,,,
5248,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c06572636,0,1,2 days,2.0,,,
5249,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c61103875,0,1,2 days,2.0,,,
5250,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c11886917,0,1,2 days,2.0,,,
5251,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c00890618,0,1,2 days,2.0,,,
5252,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c76299393,0,1,2 days,2.0,,,
5253,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c12094393,0,1,2 days,2.0,,,
5254,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c35254845,0,1,2 days,2.0,,,
5255,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c18486223,0,1,2 days,2.0,,,
5256,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c85644516,0,1,2 days,2.0,,,
5257,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c19445171,0,1,2 days,2.0,,,
5258,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c27258129,0,1,2 days,2.0,,,
5259,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c18180656,0,1,2 days,2.0,,,
5260,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c82745062,0,1,2 days,2.0,,,
5261,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c37856941,0,1,2 days,2.0,,,
5262,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c33589647,0,1,2 days,2.0,,,
5263,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c72457715,0,1,2 days,2.0,,,
5264,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c27722684,0,1,2 days,2.0,,,
5265,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c84896002,0,1,2 days,2.0,,,
5266,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c44936505,0,1,2 days,2.0,,,
5267,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c31506609,0,1,2 days,2.0,,,
5268,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c24546119,0,1,2 days,2.0,,,
5269,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c03571895,0,1,2 days,2.0,,,
5270,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c98984715,0,1,2 days,2.0,,,
5271,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c35386486,0,1,2 days,2.0,,,
5272,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c23207960,0,1,2 days,2.0,,,
5273,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c22824644,0,1,2 days,2.0,,,
5274,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c98331304,0,1,2 days,2.0,,,
5275,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c71953067,0,1,2 days,2.0,,,
5276,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c80599143,0,1,2 days,2.0,,,
5277,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c12427521,0,1,2 days,2.0,,,
5278,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c16341234,0,1,2 days,2.0,,,
5279,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c31454488,0,1,2 days,2.0,,,
5280,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c80849706,0,1,2 days,2.0,,,
5281,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c77917534,0,1,2 days,2.0,,,
5282,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c51142624,0,1,2 days,2.0,,,
5283,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c88855556,0,1,2 days,2.0,,,
5284,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c65874242,0,1,2 days,2.0,,,
5285,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c50508225,0,1,2 days,2.0,,,
5286,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c77749586,0,1,2 days,2.0,,,
5287,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c84585874,0,1,2 days,2.0,,,
5288,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c63350066,0,1,2 days,2.0,,,
5289,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c49227354,0,1,2 days,2.0,,,
5290,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c54762091,0,1,2 days,2.0,,,
5291,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c67220888,0,1,2 days,2.0,,,
5292,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c17612726,0,1,2 days,2.0,,,
5293,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c74834306,0,1,2 days,2.0,,,
5294,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c81776017,0,1,2 days,2.0,,,
5295,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c09254541,0,1,2 days,2.0,,,
5296,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c12443578,0,1,2 days,2.0,,,
5297,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c09471593,0,1,2 days,2.0,,,
5298,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c74616731,0,1,2 days,2.0,,,
5299,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c94925762,0,1,2 days,2.0,,,
5300,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c02637342,0,1,2 days,2.0,,,
5301,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c45408768,0,1,2 days,2.0,,,
5302,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c28526980,0,1,2 days,2.0,,,
5303,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c17019280,0,1,2 days,2.0,,,
5304,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c66706261,0,1,2 days,2.0,,,
5305,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c85987763,0,1,2 days,2.0,,,
5306,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c66596207,0,1,2 days,2.0,,,
5307,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c01710294,0,1,2 days,2.0,,,
5308,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c89830493,0,1,2 days,2.0,,,
5309,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c76461732,0,1,2 days,2.0,,,
5310,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c36377923,0,1,2 days,2.0,,,
5311,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c99474999,0,1,2 days,2.0,,,
5312,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c64139312,0,1,2 days,2.0,,,
5313,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c80262165,0,1,2 days,2.0,,,
5314,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c72784004,0,1,2 days,2.0,,,
5315,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c92920854,0,1,2 days,2.0,,,
5316,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c13357127,0,1,2 days,2.0,,,
5317,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c55179069,0,1,2 days,2.0,,,
5318,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c80474237,0,1,2 days,2.0,,,
5319,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c65551649,0,1,2 days,2.0,,,
5320,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c57146412,0,1,2 days,2.0,,,
5321,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c52762435,0,1,2 days,2.0,,,
